Valor
0.22
0.22
0.22
0.22
0.22
0.22
0.538
0.856
1.174
1.492
1.81
2.314
2.818
3.322
3.826
4.33
5.112
5.894
6.676
7.458
8.24
8.016
7.792
7.568
7.344
7.12
7.656000000000001
8.192
8.728000000000002
9.264000000000001
9.8
9.612
9.424
9.236
9.048
8.86
9.104
9.347999999999999
9.592
9.836
10.08
10.074
10.068
10.062000000000001
10.056000000000001
10.05
10.076
10.102
10.128
10.154
10.18
10.038
9.896
9.754
9.612
9.47
9.504000000000001
9.538
9.572000000000001
9.606
9.64
9.692
9.744
9.796000000000001
9.848
9.9
9.902000000000001
9.904
9.906
9.908
9.91
9.894
9.878
9.862
9.846
9.83
9.846
9.862
9.878
9.894
9.91
9.946
9.982
10.018
10.054
10.09
10.07
10.05
10.03
10.01
9.99
10.0
10.01
10.02
10.03
10.04
10.052
10.064
10.075999999999999
10.088
10.1
10.081999999999999
10.064
10.046
10.028
10.01
10.028
10.046
10.064
10.081999999999999
10.1
10.088
10.075999999999999
10.064
10.052
10.04
10.049999999999999
10.059999999999999
10.07
10.08
10.09
10.106
10.122
10.138
10.154
10.17
9.838
9.506
9.174
8.842
8.51
8.856
9.202
9.548
9.894
10.24
10.178
10.116
10.054
9.991999999999999
9.93
9.92
9.91
9.9
9.89
9.88
9.924000000000001
9.968
10.012
10.056
10.1
10.048
9.996
9.943999999999999
9.892
9.84
9.879999999999999
9.92
9.959999999999999
10.0
10.04
10.052
10.064
10.075999999999999
10.088
10.1
10.102
10.104
10.106
10.107999999999999
10.11
10.112
10.113999999999999
10.116
10.117999999999999
10.12
9.911999999999999
9.703999999999999
9.496
9.288
9.08
9.166
9.252
9.338
9.424
9.51
9.645999999999999
9.782
9.918
10.054
10.19
10.177999999999999
10.166
10.154
10.142000000000001
10.13
10.094000000000001
10.058
10.022
9.985999999999999
9.95
9.962
9.974
9.985999999999999
9.998
10.01
10.004
9.998
9.992
9.986
9.98
10.0
10.02
10.040000000000001
10.06
10.08
10.072
10.064
10.056
10.048
10.04
10.024
10.008
9.992
9.976
9.96
9.926
9.892
9.858
9.824
9.79
9.85
9.91
9.969999999999999
10.03
10.09
10.038
9.986
9.934
9.882
9.83
9.892
9.954
10.016
10.078000000000001
10.14
10.128
10.116
10.104000000000001
10.092
10.08
10.084
10.088
10.092
10.096
10.1
10.016
9.932
9.847999999999999
9.764
9.68
9.75
9.82
9.889999999999999
9.959999999999999
10.03
10.065999999999999
10.102
10.138
10.174000000000001
10.21
10.180000000000001
10.15
10.120000000000001
10.09
10.06
10.064
10.068
10.072000000000001
10.076
10.08
10.026
9.972
9.918000000000001
9.864
9.81
9.878
9.946
10.014000000000001
10.082
10.15
10.136000000000001
10.122
10.108
10.094
10.08
10.062
10.044
10.026
10.008000000000001
9.99
9.986
9.982000000000001
9.978
9.974
9.97
9.940000000000001
9.91
9.88
9.85
9.82
9.878
9.936
9.994
10.052
10.11
10.102
10.094
10.086
10.078
10.07
10.066
10.062000000000001
10.058
10.054
10.05
10.042
10.034
10.026
10.018
10.01
9.994
9.978
9.962
9.946
9.93
9.934
9.937999999999999
9.942
9.946
9.95
9.846
9.741999999999999
9.638
9.533999999999999
9.43
9.424
9.418
9.412
9.406
9.4
9.51
9.62
9.73
9.84
9.95
9.953999999999999
9.958
9.962
9.966000000000001
9.97
9.934000000000001
9.898
9.862
9.825999999999999
9.79
9.841999999999999
9.894
9.946
9.998000000000001
10.05
10.040000000000001
10.030000000000001
10.02
10.01
10.0
10.012
10.024000000000001
10.036
10.048
10.06
9.988
9.916
9.844
9.772
9.7
9.772
9.844
9.916
9.988
10.06
10.068
10.076
10.084
10.092
10.1
10.072
10.044
10.016
9.988000000000001
9.96
9.972000000000001
9.984
9.996
10.008
10.02
10.014
10.008
10.002
9.996
9.99
9.98
9.97
9.959999999999999
9.95
9.94
9.943999999999999
9.948
9.952
9.956000000000001
9.96
9.950000000000001
9.940000000000001
9.93
9.92
9.91
9.876
9.842
9.808
9.774000000000001
9.74
9.816
9.892
9.968
10.043999999999999
10.12
10.088
10.056
10.024000000000001
9.992
9.96
9.908000000000001
9.856
9.804
9.751999999999999
9.7
9.76
9.82
9.879999999999999
9.94
10.0
10.026
10.052
10.078000000000001
10.104000000000001
10.13
10.120000000000001
10.110000000000001
10.1
10.09
10.08
9.742
9.404
9.066
8.728
8.39
8.708
9.026
9.344000000000001
9.662
9.98
9.984
9.988
9.992
9.996
10.0
10.004
10.008
10.012
10.016
10.02
10.022
10.024
10.026
10.027999999999999
10.03
10.024
10.017999999999999
10.012
10.006
10.0
9.992
9.984
9.976
9.968
9.96
9.96
9.96
9.96
9.96
9.96
9.972000000000001
9.984
9.996
10.008
10.02
10.017999999999999
10.016
10.014
10.012
10.01
9.994
9.978
9.962
9.946
9.93
9.952
9.974
9.995999999999999
10.017999999999999
10.04
9.995999999999999
9.952
9.908
9.864
9.82
9.85
9.88
9.91
9.940000000000001
9.97
9.932
9.894
9.856
9.818
9.78
9.844
9.908
9.972
10.036
10.1
10.078
10.056
10.034
10.012
9.99
10.008000000000001
10.026
10.044
10.062
10.08
10.078
10.076
10.074
10.072000000000001
10.07
10.092
10.114
10.136
10.158
10.18
10.106
10.032
9.958
9.884
9.81
9.866
9.922
9.978
10.034
10.09
10.072
10.054
10.036
10.018
10.0
10.004
10.008
10.012
10.016
10.02
10.006
9.991999999999999
9.978
9.963999999999999
9.95
9.959999999999999
9.969999999999999
9.98
9.99
10.0
10.024
10.048
10.072
10.096
10.12
10.091999999999999
10.064
10.036
10.008000000000001
9.98
9.992
10.004
10.016
10.027999999999999
10.04
10.021999999999998
10.004
9.985999999999999
9.968
9.95
9.754
9.558
9.362
9.166
8.97
8.950000000000001
8.93
8.91
8.889999999999999
8.87
8.905999999999999
8.942
8.978
9.014000000000001
9.05
9.064
9.078
9.092
9.106
9.12
9.219999999999999
9.319999999999999
9.42
9.52
9.62
9.594
9.568
9.542
9.516
9.49
9.552
9.614
9.676
9.738000000000001
9.8
9.76
9.72
9.68
9.64
9.6
9.68
9.76
9.84
9.92
10.0
10.018
10.036
10.054
10.072
10.09
10.06
10.03
10.0
9.969999999999999
9.94
9.968
9.996
10.024
10.052
10.08
9.996
9.912
9.828
9.744
9.66
9.722
9.784
9.846
9.908000000000001
9.97
9.950000000000001
9.93
9.91
9.889999999999999
9.87
9.895999999999999
9.921999999999999
9.948
9.974
10.0
9.992
9.984
9.976
9.968
9.96
9.966000000000001
9.972000000000001
9.978
9.984
9.99
9.994
9.998
10.002
10.006
10.01
9.996
9.982
9.968
9.953999999999999
9.94
9.956
9.972
9.988
10.004
10.02
10.016
10.012
10.008
10.004
10.0
10.006
10.012
10.017999999999999
10.024
10.03
9.952
9.874
9.796
9.718
9.64
9.664
9.688
9.712
9.736
9.76
9.752
9.744
9.736
9.728
9.72
9.758000000000001
9.796000000000001
9.834
9.872
9.91
9.938
9.966000000000001
9.994
10.022
10.05
10.008000000000001
9.966000000000001
9.924
9.882
9.84
9.9
9.96
10.02
10.08
10.14
10.094000000000001
10.048
10.002
9.956
9.91
9.93
9.95
9.97
9.99
10.01
9.998
9.985999999999999
9.974
9.962
9.95
9.947999999999999
9.946
9.943999999999999
9.942
9.94
9.904
9.868
9.831999999999999
9.796
9.76
9.802
9.844
9.886000000000001
9.928
9.97
9.940000000000001
9.91
9.88
9.85
9.82
9.838000000000001
9.856
9.874
9.892
9.91
9.948
9.986
10.024
10.062
10.1
10.07
10.04
10.01
9.979999999999999
9.95
9.937999999999999
9.926
9.914
9.902000000000001
9.89
9.9
9.91
9.92
9.93
9.94
9.956
9.972
9.988
10.004
10.02
10.016
10.012
10.008
10.004
10.0
10.002
10.004
10.006
10.008
10.01
10.0
9.99
9.98
9.97
9.96
9.972000000000001
9.984
9.996
10.008
10.02
10.001999999999999
9.984
9.966
9.948
9.93
9.934
9.937999999999999
9.942
9.946
9.95
9.94
9.93
9.92
9.91
9.9
9.924
9.948
9.972
9.996
10.02
9.856
9.692
9.527999999999999
9.363999999999999
9.2
9.24
9.28
9.32
9.36
9.4
9.504
9.608
9.712
9.816
9.92
9.95
9.98
10.01
10.040000000000001
10.07
10.048
10.026
10.004000000000001
9.982000000000001
9.96
9.97
9.98
9.99
10.0
10.01
9.98
9.95
9.92
9.889999999999999
9.86
9.878
9.895999999999999
9.914
